Genes	c1	c2	c3	p1	p2	p3	p4
Ncoa3	1.38012911	1.156218702	3.374875494	3.751837547	0.862361296	1.266405121	1.765129361
Dnajc19	17.8964461	11.49951245	8.284973549	2.465292534	9.173493293	4.176632785	13.07880676
Rapgef5	2.841557152	1.648501063	2.113509901	6.806162498	4.417141305	1.742301302	7.881523879
Hrnr	0	0	0	0	0	0	0
Tlk1	3.992371816	8.271612369	1.800318047	0	6.866026458	5.518633774	4.923400973
Zbed3	34.64982473	33.2880125	22.31180885	33.43050258	13.81471331	34.41959791	26.95437923
Bsph2-ps	0	0	0	0	0	0	0
Olfr1122	0	0	0	0	0	0	0
Mafa	0	0	0	0	0	0.098945114	0
Nxpe5	0	0	0	0	0.232704113	0	0
Saxo1os	0	0	0	0	0	0	0
Gm15356	0	0	0	0	0	0	0.619680534
Gm11731	0	0	0	0	0	0	0
Gm12758	7.369307691	2.624430748	10.1338708	0	7.375818792	5.983262972	3.052100234
Gm16000	0	0	0	0	0	0.478124039	0
Ap3m2	20.00493878	18.64140079	11.71719155	0.153427867	8.635343583	10.60375874	22.29163161
Gm13324	0	0	0	0	0	0	0
Platr16	0	0	0	0	0	0	0
1700010K24Rik	0	0	0	0	0	0	0
Gm16357	0	0	0	0	0	0	0
Gpx6	0	0	0	0	0	0	0
Gpx5	0	0	0	0	0	0	0
Pde1c	1.675175507	1.086948904	0.928779999	0	1.00240619	0.756173497	1.027469079
Gm14278	0	0	0	0	0	0	0
Cyp2j7-ps3	0	0	0	0	0	0	0
Gm14387	0.20171828	0	0	0	0	0.156001055	0
Gm7974	0	0	0	0	0	0	0
Sox1	0	0.025182649	0.05204722	0	0.312421784	0	0.019520218
Esp38	0	0	0	0	0	0	0
Gm10096	0	0	0	0	0	0	0
Ighv1-58	0	0	0	0	0	0	0
Arhgap24	9.005692917	4.887527744	5.900117888	0	5.889250193	7.352459222	6.222769809
Olfr743	0	0	0	0	0	0	0
Vmn1r112	0	0	0	0	0	0	0
Hist4h4	0	0	0.043921091	0	0	0.037324737	0.230714129
Ccdc42b	0.300007422	0	0.273064242	0	0.54646376	0	0
Gm18190	0.664199124	3.510957514	3.628019597	0	0	2.954326194	2.835544619
Olfr470	0	0	0	0	0	0	0
Astx2	0	0	0	0	0	0	0
Zfp953	0	0.780893303	0	0	0.591817847	0.868479816	0.948501434
Vmn1r232	0	0	0	0	0	0	0
RP23-281H4.8	0	0	0	0	0	0	0
RP24-343J20.3	0	0	0	0	0	0	0
RP23-436D14.9	0	0	0	0	0	0	0
RP23-449F12.6	0.859925014	1.599295517	1.043703681	0	1.91378994	1.552059438	0.652619706
RP23-92M3.1	1.549459757	0	0	0	0	0	0.352755435
RP23-103G18.7	0	0	0	0	0	0	0
RP23-356N23.5	0	0.082329201	0	0	0	0	0
Fau-ps2	0	0.327985334	0	0	0	0.288034293	0.254236377
Vmn1r-ps125	0	0	0	0	0	0	0
Gm14725	0	0	0	0	0	0	0
Tnpo1	15.62710238	5.157342183	11.62479722	3.066233885	15.55002641	12.64326663	14.46932514
Pou5f2	1.387582117	0	0	0	0	0	0
Sssca1	13.70040433	16.41624931	19.34722629	0.106132166	12.80016654	15.86418035	16.8509245
Rab7	67.16759824	104.7559183	41.58721222	3.366159126	56.80407321	75.84419631	93.80795533
Grip1os2	0	0	0	0	0	0	0
Platr3	0	0	0	0	0	0	0
Gm12406	0	0	0	0	0	0	0
Gm15472	0	0	0	0	0	0	0
Obox4-ps37	0	0	0	0	0	0	0
Gm12061	0	0	0	0	0	0	0.590938026
Gm13605	0	0	0	0	0	0	0
Gm43641	0	0	0	0	0	0	0
Obox3-ps1	0	0	0	0	0	0	0
Pcdha12	0.932297335	0.433473537	0.259315734	0	1.273273348	0	0.566018308
Gm38229	0	0	0	0	0	0	0
Gm43204	0	0	0	0	0	0	0
Gm38357	0	0	0	0	0	0	0
Gm43045	0	0	0	0	0	0.408108433	0
Gm38341	0	0	0	0	0	0	0
RP24-121I11.1	0.282570596	0	0	0	0	0	0
Gm38359	4.781326052	2.242791151	4.804654949	0	1.469947585	1.681091888	0.254477688
Gm20946	0	0	0	0	0	0	0
Mup-ps11	0	0	0	0	0	0	0
Gm7950	0	0	0	0	0	0	0
Olfr301	0	0.100647278	0	0	0	0	0
Gm7386	0	0	0	0	0	0	0
Gm15143	0	0	0	0	0	0	0
Olfr478	0	0	0	0	0	0	0
Gm19965	0	0	0	0	0	0	0
Orm2	0	0	1.298337017	0	0	0	0
Eif4e3	1.208555393	7.79156802	3.850603313	90.54878505	4.701613521	8.201170745	4.089771852
Zfp229	2.682193252	0.787629609	0.866383247	17.66008828	0.393870075	0.111544579	0.512158401
Ighd3-1	0	0	0	0	0	0	0
RP23-52F4.1	0.030791764	0	0.168099301	0	0.05605849	1.309388879	0.063056207
RP23-325D10.6	0	0	0	0	0	0	0
RP23-119H17.1	3.862776995	4.431689762	9.24055602	0	6.216029628	2.223567805	12.94604542
Trav9n-2	0	0	0	0	0	0	0
Gm5627	0	0	0	0	0	0	0
RP23-26A14.14	0	0	0	0	0	0	0
Gm9637	0	0	0	0	0	0	0
Gm2101	0	0	0	0	0	0	0
RP23-32A8.10	0	0	0	0	0	0	0
Gm21111	0	0	0	0	0	0	0
1700083H02Rik	0	0	0	0	0	0	0
Mtap7d3	0	0	0	0	0	0.230828069	0
3110035E14Rik	246.9597797	249.1833374	64.23668961	0	124.6340246	115.633591	136.0411678
Gm29471	0	0	0	0	0	0	0
Kat6b-ps2	0	0	0	0.665253497	0	0	0
Mrgprc1-ps	0	0	0	0	0	0	0
6030442E23Rik	0	0	0	0	0	0	0
Ccdc87	0	0	0	0	0	0	0
1700007F19Rik	0	0	0	0	0	0	0
Gm43032	0.04426008	2.065567927	0	0	0	0	0.241738865
Igkv2-107	0	0	0	0	0	0	0
Gm42755	0	0	0	0	0	0	0
Gm43195	0	0	0	0	0	0	0
Gm43283	0	0	0	0	0	0	0
Gm42446	1.220055283	1.29719623	0	0	0.995929774	0.032539806	0
Gm29707	0	0	0	0	0.218823097	0.37168947	0
Eif3k	147.4559357	208.3139827	146.5954987	114.9511019	176.7288549	155.2587766	115.9726812
Otos	0.850452382	0.272441396	0	0	0.774297777	0.209324691	0.184816607
Gapdhs	0.824866983	1.513830453	0.500602581	0	0.375463869	1.010227116	0.704221407
Gm43719	0	0	0.057183303	0	2.173831486	0.048595144	0
Gm14569	0	0	0	0	0	0	0
Gm8584	0	0	0	0	0	0	0
Gm13372	0	0	0	0	0	0	0
Serpina3e-ps	0	0	0	0	0	0	0
Gm6811	0	0	0	0	0	0	0
Oxct1	52.49676996	77.11252355	53.18360963	0.449762136	66.88408043	56.57424507	34.85846819
Gm14137	0.090090263	0	0.040999701	0	0.082049743	0	0.153830105
Aasdh	1.084906806	1.141324501	2.473778497	0	1.534408483	0.733267983	1.892049058
Mup-ps1	0	0	0	0	0	0	0
Gm17227	0	0	0.549871234	0	0	0.266984941	0.176801571
RP23-26A14.15	0	0	0	0	0	0	0
RP23-292C5.7	0	0	0	0	0	0	2.308460529
Gstm2-ps1	11.14555071	12.41219881	26.80019135	0	30.25143	29.4421832	12.63953204
Gm42574	0	0	0	0	0	0	2.6080648
RP23-331I23.5	0.038903526	0	1.168125054	0	0	0	0
RP23-361A18.18	0	0	0	0	0	0	0
Gm43479	0	0	0	0	0	0	0
Gm43051	0	0	0	0	0	0	0.528560503
Ccr10	0	0.282069974	0	0	0	0	0.874743177
Gm42558	0	0	0	0	0	0	0
Gm43373	1.347936914	0	0	0	0.438318989	0	0.361675885
Gm42724	2.760116254	0.277884004	4.450749029	1.214768508	3.877233627	2.134948317	6.247948052
Slc7a8	2.432315884	10.50240304	0.280673759	40.10726846	5.551981282	9.539599776	5.030620655
Aaas	21.91111888	42.76050602	15.16711741	0	11.91434919	26.59978165	20.21365989
Pon1	0	1.420940902	0	0	1.004802881	1.93710893	0
Mien1	106.3493434	164.8913985	103.2083774	13.53338382	129.3294805	71.67588462	126.9571964
Cenpt	11.25932379	10.3322243	18.43480398	0	5.125759905	16.20894642	29.47911944
Tmtc3	3.277653825	2.748284709	5.164503295	0	4.554236646	2.525132536	4.225575872
Gm28656	0	0	0	0	0	0	0
Prss3	0	0	0	0	0	0	0
Ctdsp2	8.276856552	12.86036885	13.48401687	0.206360139	10.09659367	11.66495908	2.579581986
Psen2	1.796762985	2.432606101	3.529472625	0	4.408356008	3.320946359	2.19603532
Rbm25	10.21041623	6.154965253	15.95282203	27.12953797	6.758852833	7.952541052	9.631693992
Tnk1	0.111189873	0.759183027	0.835080144	0	0.303746894	0.731100348	0.854417522
Adam39	0	0	0	0	0	0	0
Pigyl	66.81339783	56.55098203	65.68266206	0	55.78576648	45.75690667	59.46866657
Olfr141	0	0	0	0	0	0	0
Apol7a	0	0	0	0	0	0	0
Tceal5	4.937352493	15.6734608	7.516743095	0	12.09106609	10.00877957	5.058383627
Gm29265	0	0	0	0	0	0	0
Gm28275	0	0	0	0	0	0	0
1700126A01Rik	0	0	0	0	0	0	0
Gm21875	0	0	0	0	0	0	0
Gm29424	0	0	0	0	0	0	0
Gm20802	0	0	0	0	0	0	0
Gm28125	0	0	0	0	0	0	0
Gm28749	0	0	0	0	0	0	0
Gm28615	0	0	0	0	0	0	0
Gm29271	0	0	0	0	0	0	0
Gm28310	0	0	0	0	0	0	0
Ecsit	40.89354518	37.89067815	12.96252335	0	25.79682705	30.50198634	26.38433855
Zfp772	10.16774772	15.23611432	8.847436569	0	2.995049808	14.80449712	10.58712911
Gm2694	0.586780808	0.139173961	0	0	0.041105286	0	0.123317621
Zcwpw1	5.136192058	3.27521417	10.52481008	0	3.130632458	6.217041126	11.59565071
Myh14	0	1.235296334	0	0	0.309496829	0.115043279	0.536906752
Eif3c	34.65582323	44.23095345	37.59187321	2.871715062	38.79508006	28.01525727	26.58037975
Slco2b1	0	0	1.560379644	102.2245015	1.36367922	1.158549281	1.375355567
Gm26907	0	0	0	0	0	0	0
Gm9755	16.85104401	15.67807203	6.417622284	47.67858719	12.21145007	14.1650655	9.923905613
Gm26908	0	0.817883792	2.45852305	0	0.768463958	0.457010656	0
Sec24b	4.451347118	4.534129707	5.121385234	17.5594131	7.036185168	5.081078553	6.713973278
Socs5	5.284879418	4.129151923	5.440856669	0	5.842844692	8.784168174	1.095780497
Syt3	2.87081225	3.008215281	5.144112638	0.11634611	4.12704737	9.139587152	2.538700687
1500012K07Rik	0	0	0	0	0	0	0
RP23-32A8.3	0	0.416805023	0.344592873	0	0.344721317	0.439223097	0.517089367
Olfr813	0	0	0	0	0	0	0
Rbm15	0.187612946	0.059023796	0.792926461	0	0.70765753	1.637770474	1.4369826
Tmem72	0	1.985465864	0	0	0.071253214	0.35713903	0
4632415L05Rik	4.842613409	4.242520311	3.239229642	0	6.089922204	7.201931805	3.928832901
Best2	0	0	0	0	0	0	0
Olfr19	0	0	0	0	0	0	0
Taf13	13.80753819	7.146196529	14.48064939	0	18.07145988	11.34785211	18.03605557
Gm17727	0	0	0	0	0	0	0
Tmem246	32.12578784	35.86440453	38.03652629	0	22.44163419	44.29038952	33.95347874
Mocos	0	0	0	0	0.174512179	0.037052955	0
Stub1	146.1770657	151.2680625	167.9684615	0.95474881	86.67086297	148.7359431	140.1367589
Gm2959	0	0	0	0	0	0	0
Angpt2	0.398677441	2.107327404	1.682650278	0	4.553907613	4.569732053	1.68331489
Rps27	0.764912217	1.347689343	1.871298156	0.736427137	4.091542562	1.294266246	0.718345876
Agpat5	32.86498496	34.54013546	27.60184839	0.081308196	45.06681441	45.92854935	36.70517263
Myom2	0	0	0	0	0	0	0.060479904
Gm9593	0	0	0	0	0	0	0
Gstp2	0	0	0	0	0	0	0
Tmem176a	78.76172557	54.05502496	39.645683	41.88524528	59.28378517	80.67020519	60.76594118
Gm10198	0	0	0	0	0	0	0
Vmn1r-ps59	0	0	0	0	0	0	0
Lama5	0	0.916171298	1.038326647	0	0.020367994	0	0
Frk	0	1.821469496	0	0	0	2.151483257	0
Hdac2	37.82364846	34.1745068	17.27069338	0	40.10731636	25.75226369	23.96365475
Mtrf1l	6.879262534	4.367446834	7.556675094	0	5.178712467	2.972735672	0.892474352
Rgs17	3.96595	5.772357398	2.524542979	0.055323392	2.956746141	2.345245847	5.339017532
Gm20463	272.5484037	283.0002216	216.145028	79.9574981	197.2823047	206.4402214	262.7270351
Fbxo5	1.596898421	15.89153083	12.22161661	0	6.3542572	14.77699272	6.665342929
C130080G10Rik	0	0	0	0	0	0	0
Olfr758-ps1	0	0	0	0	0	0	0
Gm43366	0	0	0	0	0	0	0.177701293
Tubal3	0	0	0	0	0	0	0
AU016765	0	0	0	0	0	0	0
Akr1c18	0	0	0	0	0	0	0
Net1	0.295990183	0.065208264	2.35777276	0	2.762435979	1.631378715	0.101091387
Dmtn	3.514958219	3.768218582	2.928802535	0.214879528	0.609585257	1.395396766	3.378807517
Bmp1	13.05492855	5.410203355	37.42622133	0	10.78129324	21.24882994	10.59944902
Akr1c6	0	0	0	0	0.487798807	0	0
Gm6594	0.479945241	1.690461025	0.436618346	0	0	0.371044176	0.327505888
Fam160b2	2.911896308	0.543242936	1.34095008	0	2.120983047	4.186812196	3.369338755
Slc39a14	1.736816746	1.638140913	1.185778066	12.32323216	0.60159672	1.087905109	1.263615005
Sftpc	0	0	4.379970944	0	0.625986471	0	1.173741411
Hr	0.025995563	0	1.727568301	0	0.236706275	0.231254059	0.461660517
Sorbs3	19.9135127	49.32854283	46.95854615	0	35.57083888	36.49129896	38.3419135
Pdlim2	0.439647792	3.776312467	2.167862949	0	1.30096793	0.949386997	0.83830213
Gdi2	113.4255393	148.7253975	52.63462109	179.0139313	126.4969249	115.2410356	87.64237057
Ppp3cc	22.83782923	40.86267455	16.07628094	0	19.88927484	27.21123245	19.13460945
Gm42477	0	0	0	0	0	0	0
Gm43128	0	0	0	0	0	0	0
Gm43633	0	0	0	0	0.431900832	0	0
C78283	0	0	0	0	0	0	0
Gm42882	0	0.481200905	0	0	0	0	0
Athl1	2.659072121	3.166417041	1.452345459	0	1.135376245	1.64546842	1.06464282
Olfr285	0	0	0	0	0	0	0
Gm19518	0	0.024114657	0	0	0	0	0
Mlkl	0	0	0.183392149	0.155128147	0	0	0.165124776
Cyp4a32	0	0	0	0	0	0	0
Ptafr	0	0	0.207478076	0.146256369	1.175958844	0.088144671	0
Pex10	0.357984467	0.567677815	4.127870529	0	1.651451644	0.535371414	3.7491757
4930584F24Rik	0	0	0	0	0	0	0
Morn1	0.882906824	8.765888381	0.564767612	1.286568026	0.347609305	2.067256442	0.309664985
Rer1	135.8639234	138.6857235	128.6656707	0	144.1927193	128.335161	104.2644416
RP23-302N11.3	0	0	0	0	0	0	0
Igkv8-23-1	0	0	0	0	0	0	0
Gm42640	10.86789069	3.463020803	7.367299989	0	24.63238526	7.512227441	13.66124817
Gm43301	0.355150174	0	0	0	0	0	0
Gm42450	0	0	0	0	0	0	0
Gm43212	0	0	0	0	0	0	0
Gm43359	1.31883373	0	2.172363634	0	1.372266734	0.242865279	1.029435091
Gm42806	0	0	0	0	0	0	0
Ighv10-2	0	0	0	0	0	0	0
Gm38361	0	0	0	0	0	0	0
Gm38362	0	0	0	0	0	0	0
Ighv1-38	0	0	0	0	0	0	0
Gm38363	0	0	0	0	0	0	0
RP23-325D10.3	0.126550266	0	0	0	0	0	0
Khdrbs1	11.76318425	21.52495734	8.214221656	0.13191295	9.977395167	17.39004774	6.95838732
Ak2	20.065433	28.56193741	21.99844718	0	5.475748271	19.03105739	7.580594228
Rnf19b	3.675743664	4.368940925	4.487983466	58.87032393	5.47158371	4.986961028	7.571523265
A3galt2	0	0	0	0	0	0	0
Ccdc28b	19.19994838	10.3999067	17.62543586	0	12.99269097	13.44655288	18.23064836
Phc2	5.702300215	8.704081953	13.24345379	0.104846887	6.542428995	8.442641919	9.39747285
Tmem234	13.10547142	11.63714556	11.00408919	0.10046301	13.15514347	7.928251799	9.138143408
Eif3i	33.93161723	27.71802038	18.38510344	0	31.51479526	23.7600621	27.83273463
Zfp362	5.096012531	9.354855389	3.991043615	37.93524903	8.139087115	6.716538063	6.455639766
Gm21829	0	0	0	0	0	0	0
Gpt	0.631919578	1.809379251	0.503341249	0	0	0.366647068	0.971151711
Ercc4	3.018469169	5.021402089	0.639011968	0	4.882930027	5.299521901	2.05204465
Eef2kmt	10.42790198	12.73511948	0.857597927	47.91598978	11.23942343	7.714338271	6.72294043
4930451G09Rik	0	4.744966427	0	0	0	0	0
12-Sep	0	0	0	0	0	0	0
Rogdi	12.5259127	17.34019613	13.71720002	30.22497246	11.94763083	13.37998807	15.65248637
Apod	187.2255279	73.01130502	218.602112	0	307.9285986	499.5244552	64.04582448
Frmpd1	0.837486264	2.571096239	1.108909506	0	0.878077781	2.061239849	2.080048861
Fam179b	2.512413805	5.107650544	4.144100306	0	3.792943486	2.657636994	3.695989697
Primpol	1.703891629	5.03574015	1.334240231	0	0.800686067	1.204611128	3.241020058
Serpinf2	0	0.031065243	0.064205302	0	0.256913183	0	0.024080086
Hoxa9	0	0	0	0.799247421	0	0.029184958	0
Adnp2	1.709113805	3.375531639	1.756568932	90.13094795	3.112176217	3.688852194	1.807467837
Dntt	0	0	0	0	0	0	0
Tm9sf3	33.16870793	49.18849869	44.93230267	0.259820965	42.25862353	45.53803786	43.60394497
Pik3ap1	0	0	0	15.66738892	0	1.021690569	0.10824448
Ccnj	0.490980508	1.038065619	1.072668107	0	0	0.987427902	0.040235866
Tll2	0	0	0	0	0	0	0
Gramd1c	1.07489615	2.488431385	0.546139371	0	0.273135889	2.126957364	0.921969831
Lcor	5.612500124	1.323681314	5.752759827	0	1.958185815	2.14218354	2.112879429
Gm37355	0	0	0	0	0	0	0
Gm17728	16.62102486	13.72697516	8.825806113	38.67266205	15.76345913	15.80273075	21.99491099
Armcx5	5.598967845	3.288269776	1.797408328	0	1.428337731	4.540094859	3.232954028
Gm28443	0	0	0	0	0	0	0
Bhlhb9	6.21452714	7.006828111	0.94606224	0	3.630505989	4.577337682	4.766067005
Gprasp2	4.791898425	1.786898733	4.064671867	0.104877879	7.114525917	6.739269315	1.255224261
Gm16401	0	0	0.879730821	0	0	0	0
Gm10447	0	0.527608673	0	0.230574085	0	0.046320209	0.040885
Gm12301	0	0	0	0	0	0	0
Gm12339	0	0	0	0	0	0	0
Gm12405	0	0	0	0	0	0	0
Gm11948	0	0	0	0	0	0	0
Gm14004	0	0	0	0	0	0	0
Gm11730	0	0	0	0	0	0	0
Dhrs13os	0.62567246	0.701542192	5.177814859	0	4.143082211	0.571959976	3.030252966
Gm12730	0	0	0	0	0	0	0
Gm8093	0	0	0.11796171	0	0.314576098	0	0.707957862
Gm15082	0	0	0	0	0	0	0
4933402J07Rik	0	0	0	0	0	0	0
Gsta4	35.37057562	250.2944729	21.94720613	1.112231552	67.29998044	72.81010903	65.37525378
Elovl5	79.92090857	61.28002178	70.1923998	5.209707659	91.6626673	100.8394565	71.09604513
Mb21d1	0	0.054690269	0.607509736	0	0.367404333	0.88838499	0
Ooep	0	6.262166787	0	0	0	0	0.971010094
Lrrc15	0	0	0	0	0	0	0
Neo1	6.490068934	15.14208451	20.24366903	0.072009532	12.5673745	16.53613802	15.95533681
Slc39a1	1.694865291	0.823777962	2.021658204	3.60114116	4.57623903	4.565924477	3.392986044
Mto1	8.807641595	3.983762005	5.145670957	0	6.606849027	5.938357458	6.356848594
Impg1	0	0	0	0	0	0	0
Bank1	0	0	0.012832542	0	1.309407791	0.458062649	0
Ddx60	0.719352811	0	0	0.602258568	1.195991229	1.850719861	0.26702582
Ssh2	1.784373751	1.235096985	1.978201921	14.87273163	1.241685857	2.587949535	2.285133455
Olfr16	0	0	0	0	0	0	0
Mapt	21.10857609	13.23732731	12.49869139	0	19.34739809	21.78691045	18.43131111
Kansl1	3.090917013	5.600849158	5.604501694	0.14517461	3.431973304	6.540883256	7.148613667
Gid4	7.698949016	12.97782972	3.706373299	0	0.718934766	6.146114108	11.02247646
Myo1b	1.21973192	0.811374401	2.190448308	40.10334081	0.423055827	2.496695154	1.116446385
Zfp946	7.422852909	6.113669516	4.304165022	0.097872017	5.601109351	4.542218223	4.167003905
Zfp942	7.55353017	9.224430657	2.364770373	0	12.62662929	3.941541244	6.18273383
1700086L19Rik	39.67403172	64.23567431	42.32289191	0	43.3185464	38.36054082	87.64370045
Zfp957	0	0	0	0	0	0	0
Aph1c	2.929307446	5.138696672	1.739058611	0	4.638410412	7.290175979	1.844158719
Brsk2	0.860032854	1.069614299	0.472039501	0	1.128510722	2.289229056	1.295748449
Cd8b1	0	0	4.749234348	0	0	0	0
Gm15413	0	0	0	0	0	0	0
Dnah2	0.765613138	0.023259249	0.176235597	0	0.448681692	0.367578723	0
Acap2	8.766765293	12.54061583	16.09649134	258.0502706	8.640659666	13.29908617	13.03643481
G6pc2	0	0	0	0	0	0	0
Slc22a6	0	3.053403363	1.68691036	0	11.74819474	14.46700525	0
Scgb1a1	0	0	0	0	0	0	0
Olfr985	0	0	0	0	0	0	0
Anxa1	0	0	14.40133544	0	35.42528465	18.48363805	2.832957345
Gm9750	0	0	0	0	0	0.582830608	0.561440612
Gm11872	0	0	2.493825036	0	0.453505605	0	0
1700084C06Rik	0	0.649137034	3.018391045	2.128453347	1.677300666	0.569923854	3.145564164
4833417C18Rik	2.177470431	0.959175105	0.693730374	0	0.198303043	0.75795736	4.238602498
Gm16095	0	0	0	0	0	0	0
Gm15706	16.44420049	13.53873124	10.91213951	0	7.835709197	10.93659352	3.988788133
Gm15902	0.294721171	0	0.268115317	0	0	0	0.201112358
Dusp12	6.855916802	5.492636153	4.499834323	0	5.654145678	5.168656787	5.819350876
Gm15318	0	0	0	0	0	0	0
Frmd4a	1.409090347	0.9024748	3.755220158	2.267391183	4.388464104	2.835696954	2.932827273
Fcgr2b	1.156545442	0	0.334228901	35.20805235	7.755528521	4.444638106	3.097023754
Fam107b	19.35754001	7.823762126	47.03042972	0.409598619	18.01195826	0.390792245	0.399541875
Trpc1	1.7924549	2.656836603	2.059038956	0	3.186271122	2.475884649	1.836387797
Gm15762	0	0	0	0	0	0	0
Gm13179	0	0	0.212408925	0	0.637400656	0	0
Ptbp2	14.75134949	21.29521504	12.49245973	0	17.62901817	13.47165953	11.24774291
Grin2a	0.005556753	0	0	0	0	0	0
Arhgap1	16.70029458	24.35787972	10.65896621	0.066491802	9.969114903	11.18127895	18.90841404
Slc18a1	0.083363052	0	0	1.043489886	0	0	0.085414521
Kidins220	16.98556014	19.91283854	29.42891634	27.7469663	20.05349403	23.37510337	26.31311599
Atg9a	5.170316322	2.683099739	3.912833326	0	4.025384368	11.55145712	6.668473741
Igsf10	5.162703182	2.778318683	5.800814018	0.041583366	2.242085733	2.656711226	3.172059584
Gm18191	0	0	0	0	0	0	0
Tmem260	1.145892101	0.516755329	0.881681435	0	1.714010251	2.521913824	1.453492191
Gm3611	0	0	0	0	0	0	0
Gga1	9.699554469	16.76868038	14.88174388	0	6.882589241	17.50637493	15.73788169
Gm4271	0	0	0	0	0	0	0
Adcy9	0.468671999	0.4007288	1.217167918	0	0.577330577	1.375461424	1.873559451
Itgb8	24.45186729	27.14269905	17.57800534	0	24.96840524	21.29868647	22.75486494
Gm20461	0	0	0	0	0	0	0
Siglece	0	0	0.469753122	0	1.761750323	0.898083931	3.700605655
Gm20788	0	0	0	0	0	0	0
Csrp3	0	0	0	0	0	0	0
Zdhhc13	14.4492306	17.70992957	12.22943661	0.186056109	14.95964433	9.83099102	18.64860142
Ceacam18	0	0	0	0	0	0	0
Hypk	8.699142605	9.189633421	8.207143267	9.038962696	11.73639859	4.682860516	8.995032632
Kifc2	5.143134082	5.808794255	1.280497052	0.338659114	0	2.550195324	5.854664696
Gm13040	0	0	0	0	0	0	0
4930402H24Rik	8.153043993	8.299477732	20.0426087	0.040346967	10.59089742	7.036037376	11.19440762
Ptpra	61.86033144	74.28183035	64.55958451	38.90334654	63.40226982	82.03213463	55.14908802
Ubox5	2.044064715	1.304599547	2.601202627	0.080304109	2.278863433	4.823987545	1.139677246
Oxt	0	0	0	0	0	0	0
BC080695	0	0	0	0	0	0	0
Gm13119	0	0	0	0	0	0	0
Rtf1	3.371353412	4.632423583	5.230738821	0	5.637146948	3.181830133	1.404764383
Ndufaf1	10.39127287	12.60235452	12.51332427	0	15.69765587	12.79554836	12.41228407
Gm3081	0.822116741	0.160943066	0.831539408	0	0	0	0.155965928
A530040E14Rik	0.153563788	0.038661108	0	0.084460847	0.039956583	0	0
Cldn34b1	0	0	0	0	0	0	0
Gm37359	0	0	0	0	0	0	0
Gm21733	0	0	0	0	0	0	0
Gm26464	0	0	0	0	0	0	0
Gm38366	0	0	0.065018658	0	0.130117147	0	0
Gm38391	0.101875415	0	0.123643547	0	0.618321701	2.495129301	0.487023319
S100g	0	0	0	0	0	0	0
Chil3	0	0	0	0	0	0	0
Abi1	8.233572036	5.399055153	4.039949897	0.032546159	6.680638907	3.060155275	3.602782406
2810428I15Rik	22.77972016	24.73466762	21.70101487	0	19.87218917	21.71821976	22.72288653
Opn1sw	0	0	0	0	0	0	0
Gm21379	0	0	0	0	0	0	0
Gm6502	0	0	0	0	0	0	0
Gm8871	0	0	0	0	0	0	0
Trav14-2	0	0	0	0	0	0	0
Gm14351	0	0	0	0	0	0	0
Gm2056	0	0	0	0	0	0	0
2610034O05Rik	0	0	0	0	0	0	0
A030005K14Rik	0	0	0	0	0	0	0
Ighv1-14	0	0	0	0	0	0	0
E230020A03Rik	0	0.050998558	0.896080134	0	1.370760007	0.179146224	0.197735513
Gm38368	0	0	0	0	0	0	0
Gm38369	0	0	0	0	0	0	0
Gm38370	0	0	0	0	0	0	0
Gm42448	1.201868775	0	0	0	0.570961445	3.031491642	0
Tex11	0	0	0	0	0	0.841073003	0
Ldha	89.17736414	128.1318283	57.9104268	1.623279336	83.98995455	118.8634726	72.56802496
Polq	0.259707353	0	1.718514778	0	0.109139825	0.13907575	1.378090348
Loxl2	0	0.281010222	0.145175436	0	0.207449786	0.264348982	0
4930518I15Rik	0.207593415	0.274357789	0.188949788	0	0.945135612	2.649667923	2.339616357
Tldc2	0	0	0	0	0	0	0.408522985
Gas2l1	0.996747395	2.80987852	1.86807736	22.12860746	1.793682313	3.301701646	2.731157015
Arhgap40	0	0	0	0	0	0	1.426788288
Olfr267	0	0	0	0	0	0	0
Mroh8	0	0.160004318	0.448762559	0.199888375	0.14172439	0.441528389	0.159487732
Rasl10a	0	0	0	0	0	0	0
Olfr1342	0	0.124802624	0	0	0	0	0
2600006K01Rik	0	0	0	0	0.536758447	0.532095622	0
Trav7-3	0	0	0	0	0	0	0
Slc25a51	4.606545418	5.872000671	4.272796412	0	5.115599736	5.250375223	3.050956422
C2cd2	2.002342274	2.135323863	4.105970028	0	3.569408001	1.972732676	1.597942613
Errfi1	4.018678715	9.018722194	10.09588641	0.086437182	10.79277529	17.90427939	9.936404427
Tnfrsf9	0.7431574	0	0	0	0	0	0
Park7	60.28872562	47.83651399	45.5464208	34.32343389	56.58338625	46.23491797	75.70366225
Uts2	0.513581478	0	0	0	0.467744538	0	0
Slc4a2	2.300569858	4.063596826	0.71922547	0.178981955	0.52893955	0.593172653	0.80945603
Pgd	2.491105603	4.42231537	6.837355316	0.145390738	5.567130893	4.525292014	4.137578199
Ube4b	1.575357716	4.21939917	2.775598897	17.41799706	3.03059522	4.392726424	3.384130784
Cdk5	44.47594334	50.14004131	38.63278811	0	26.0607212	31.5075016	32.33229746
8030474K03Rik	0	0	0	0	0	0	0
Olfr334-ps1	0	0	0	0	0	0	0
Eif2s3x	5.307443376	5.504185587	2.66033812	0	6.97319735	2.546380573	3.831504668
Elmod2	3.140594694	1.710326587	2.361377542	0	1.87162706	3.388390859	1.938898313
